Tweet,Lemmatized_Tokens,Polarity,Polarity_Intensity,Emotion
Είδατε το βίντεο από τον ηλεκτρικό στο οποίο ένας που πρωταγωνιστεί στα γνωστά βίντεο των τοπ10 ψηφοφόρων ΣΥΡΙΖΑ 20…,"['βλέπω', 'βίντεο', 'τον', 'ηλεκτρικό', 'οποίο', 'που', 'πρωταγωνιστώ', 'γνωστά', 'βίντεο', 'τοπ', 'ψηφοφόρος', 'συριζο', 'αυτό']",0,0,θλίψη
Συνέντευξη τύπου Χ Στεφανάδη για μεταναστευτικό και υγεία,"['συνέντευξη', 'τύπου', 'στεφανάδη', 'μεταναστευτικό', 'υγεία']",0,0,θλίψη
MYefTbYqW,[],-1,-1,θλίψη
"@HMetanastria @bagslo @MEGAS5873032011 Αυτό το δεν το είπε ποτέ, το καταλαβαίνω γιατί είσαι μετανάστρια και δεν έχε…","['αυτό', 'δεν', 'λέω', 'καταλαβαίνω', 'είσαι', 'μετανάστρια', 'δεν', 'έχε', '…', 'billion', 'eight', 'and', 'million', 'thirtytwo', 'and']",1,1,θλίψη
@mary_i_c,['ντο'],0,0,ουδέτερο
"Το κομματικο μμε της ΝΔ, απλα αναπαραγει την προπαγανδα Μητσοτακη και του κομματος του, του μπλε Συριζα!","['κομματικο', 'μμε', 'απλας', 'αναπαραγω', 'προπαγανδας', 'μητσοτακη', 'κομμα', 'του', 'του', 'μπλε', 'συριζο']",0,0,θλίψη
@Phaedrus_L @mmotto113,"['one', 'and']",0,0,θλίψη
"Το κομματικο μμε της ΝΔ, απλα αναπαραγει την προπαγανδα Μητσοτακη κα…","['κομματικο', 'μμε', 'απλας', 'αναπαραγω', 'προπαγανδας', 'μητσοτακη', 'κα', '…']",0,0,θλίψη
@DimiDavos @LLenaat,[],-1,-1,θλίψη
"Το κομματικο μμε της ΝΔ, απλα αναπαραγει την προπαγανδα Μητσοτακη και τ…","['κομματικο', 'μμε', 'απλας', 'αναπαραγω', 'προπαγανδας', 'Μητσοτακη']",0,0,ουδέτερο
Το μεταναστευτικο είναι αυτή αυτή τη στιγμή το Νο1 πρόβλημα της Ελλάδας... Γιατί ήδη γεννάει προβλήματα ζωτικής σημασίας...,"['μεταναστευτικο', 'αυτή', 'στιγμός', 'πρόβλημα', 'Ελλάδας', 'ήδη', 'γεννάω', 'προβλήματο', 'ζωτικός', 'σημασία']",-1,-1,θλίψη
@skaloumbakas @revenger1860 @vkp_gr,"['thousand', 'eight', 'and']",0,0,θλίψη
"Το κομματικο μμε της ΝΔ, απλα αναπαραγει την προπαγανδα…","['κομματικο', 'μμε', 'απλας', 'αναπαραγω', 'προπαγανδας', '…']",0,0,ουδέτερο
@HrissyD @Gardasikritiko,[],-1,-1,θλίψη
"Το κομματικο μμε της ΝΔ, απλα αναπαραγει την προπαγανδα Μητσοτακη…","['κομματικο', 'μμε', 'απλας', 'αναπαραγω', 'προπαγανδας', 'Μητσοτακη', '…']",0,0,ουδέτερο
Το κακό είναι ότι οι Βρυξέλλες θεωρούν ότι όλα λύνονται με χρήματα,"['κακό', 'Βρυξέλλες', 'θεωρώ', 'ότι', 'όλος', 'λύνομαι', 'χρήματα']",0,0,θλίψη
@asteroid977,"['hundred', 'seventyseven', 'αστεροειδής']",0,0,ουδέτερο
"Το κομματικο μμε της ΝΔ, απλα αναπαραγει την προπαγανδα Μητσοτακη και του κομμ…","['κομματικο', 'μμε', 'απλας', 'αναπαραγω', 'προπαγανδας', 'μητσοτακη', 'του', 'κομμ', '…']",0,0,θλίψη
Απόστολο Χονδρόπουλο για τον @etyposgr της Κυριακής για:,"['Απόστολο', 'χονδρόπουλο', 'τον', 'Κυριακής']",0,0,θλίψη
✅τα συμπεράσματα του Ευρωπαϊκού Συμβο…,"['mark', 'συμπεράσματας', 'ευρωπαϊκός', 'Συμβο', '…', 'λευκό', 'έλεγχος']",0,0,θλίψη
@jacdi69 @1anax,['1'],0,0,θλίψη
"Το κομματικο μμε της ΝΔ, απλα αναπαραγει την προπαγανδα Μητσοτακη και του κ…","['κομματικο', 'μμε', 'απλας', 'αναπαραγω', 'προπαγανδας', 'μητσοτακη', 'του']",0,0,θλίψη
@tgthessaloniki @lakamizeit,[],-1,-1,θλίψη
"Το κομματικο μμε της ΝΔ, απλα αναπαραγει την προπαγανδα Μητσοτα…","['κομματικο', 'μμε', 'απλας', 'αναπαραγω', 'προπαγανδας', 'Μητσοτα', '…']",0,0,ουδέτερο
#Αννα_Βαγενα #ΒΑΣΙΛΗΣ_ΚΟΚΚΑΛΗΣ #ΛΑΡΙΣΑ #ΠΟΛΙΤΙΚΗ #ΠΡΟΣΦΥΓΕΣ Απάντηση Κόκκαλη-Βαγενά σε Χρυσοχοΐδη για το μεταναστευ…,"['ανναβαγενος', 'βασιλησκοκκαλη', 'λαρισα', 'πολιτικη', 'προσφυγες', 'απάντηση', 'ΚόκκαληΒαγενά', 'Χρυσοχοΐδη', 'μεταναστευ', '…']",0,0,θλίψη
"Αριστερή φωτο εισβολείς, δεξιά φωτο  παιδιά","['αριστερός', 'φωτος', 'εισβολείς', 'φωτος', 'παιδί']",0,0,θλίψη
#otavoice #Ειδήσεις #Σάμος #μεταναστευτικο #μετανάστες #κυβερνηση_Μητσοτακη,"['ειδήσει', 'Σάμος', 'μεταναστευτικος', 'μετανάστε', 'κυβερνησημητσοτακη']",0,0,θλίψη
@PlanetZeroOne @aftolykos1 @Epicrotus @rockos13,"['rockos', 'ένας']",0,0,θλίψη
"Το κομματικο μμε της ΝΔ, απλα αναπαραγει τη…","['κομματικο', 'μμε', 'απλας', 'αναπαραγω', 'τη', '…']",0,0,θλίψη
Πέτσας στον Ελεύθερο Τύπο: Το μεταναστευτικό είναι πρόβλημα ευρωπαϊκό και όχι μόνο ελληνικό,"['πέτσας', 'ελεύθερος', 'τύπος', 'μεταναστευτικό', 'πρόβλημα', 'ευρωπαϊκό', 'όχι', 'ελληνικό']",0,0,θλίψη
αν μπορειται δειτε και τα 7 μερη,"['μπορειται', 'δειτε', 'μερη', 'επτά']",0,0,θλίψη
ρεαλιστικη τοποθετηση για το μεταναστευτικο,"['ρεαλιστικη', 'τοποθετηση', 'μεταναστευτικο']",0,0,ουδέτερο
"Και πως θα επαιρνε την καρεκλα η ΝΔ χωρις δεξιο σανο, αν ηταν ειλικρινης οτι η ιδεολογια κα…","['πως', 'επαιρνε', 'καρεκλο', 'χωρι', 'δεξιος', 'σανο', 'ηταν', 'ειλικρινης', 'οτι', 'ιδεολογιας', 'κα', '…']",0,0,θλίψη
"@Iptamenos23 Γελα όσο θες αλλά το αποτέλεσμα μετράει.Τα γνωστά δεν τραβάει ο Κούλης,δεν είναι χαρισματικός δεν τα χ…","['γελα', 'θες', 'αποτέλεσμα', 'μετράειτα', 'γνωστώ', 'τραβάει', 'Κούληςδεν', 'χαρισματικό', 'χ', '…']",0,0,χαρά
"@gazeteduvar ""Τα κράτη έχουν δημιουργήσει τη φτώχεια, τον πόλεμο και τη μετανάστευση για να κερδίσουν!","['κράτη', 'δημιουργήσω', 'φτώχεια', 'πόλεμο', 'μετανάστευση', 'κερδίσω']",-1,-1,θλίψη
"@papapavl @aektzougiapanta Ο Μαυριδης και το κομματικο του μμε της ΝΔ, απλα αναπαραγει την ιδεολογια και πολιτικη Μ…","['Μαυριδης', 'κομματικο', 'μμε', 'απλας', 'αναπαραγω', 'ιδεολογιος', 'πολιτικη']",0,0,ουδέτερο
k9TFsn0Lv,"['nine', 'μηδέν']",-1,-1,θλίψη
Γαϊτάνης (ΝΔ): Η χώρα ήταν απροετοίμαστη για το μεταναστευτικό - Δεν υπάρχουν σενάρια πρόωρων εκλογών,"['γαϊτάνης', 'χώρα', 'απροετοίμαστη', 'μεταναστευτικό', 'υπάρχω', 'σενάρι', 'πρόωρος', 'εκλογή']",-1,-1,θλίψη
Στις κάλπες σήμερα (20/10) οι Ελβετοί για τη νέα Βουλή - Σταθερά μπροστά οι λαικιστές άνοδος για τους Πράσινους,"['κάλπες', 'σήμερα', 'ελβετοί', 'νέος', 'βουλή', 'σταθερά', 'μπροστά', 'λαικιστός', 'άνοδος', 'τους', 'πράσινους', 'thousand', 'ten']",1,2,θλίψη
Συνάντηση του βουλευτή Σάμου με φορείς της Σάμου για του μεταναστευτικό,"['συνάντηση', 'βουλευτή', 'σάμος', 'φορεί', 'σάμο', 'του', 'μεταναστευτικό']",0,0,θλίψη
Δεν είναι δυνατό να είναι τόσο #ΝΔ_ξεφτιλες -τόσο #ΝΔ_απατεωνες δεν μπορεί να το πιστέψει κανείς κυρίως κάτοικος το…,"['είναι', 'δυνατό', 'είναι', 'νδξεφτιλες', 'νδαπατεωνες', 'μπορώ', 'πιστέψει', 'κυρίως', 'κάτοικος', 'το', '…']",0,0,θλίψη
"Στο χθεσινό κεντρικό δελτίο ειδήσεων του bluesky συζητήσαμε με τους εκλεκτούς συναδέλφους, Γιάννη Κανελλάκη και Χρή…","['χθεσινό', 'κεντρικό', 'δελτίο', 'ειδήσεο', 'συζητήσαμε', 'τους', 'εκλεκτούς', 'συναδέλφου', 'Γιάννη', 'κανελλάκη', 'χρή', '…']",0,0,θλίψη
"Και που λέτε συντροφοι, το μεταναστευτικο δεν επροκειτο να λυθεί σε 2-3 μήνες. Γεγονός.","['που', 'λέτε', 'συντροφοι', 'μεταναστευτικο', 'επροκειτο', 'λυθώ', 'μήνε', 'γεγονός']",0,0,θλίψη
"Όταν θα αρχίσουμε να το λέμε σωστά, πράγμα που σημαίνει ότι έχουμε καταλάβει ποίο είναι το πρόβλημα, τότε ΙΣΩΣ λυθε…","['αρχίσω', 'λέμε', 'σωστά', 'πράγμα', 'σημαίνω', 'έχω', 'καταλάβει', 'ποίο', 'πρόβλημα', 'ισως', 'λυθε', '…']",0,0,θλίψη
🚨 Εξελίξεις για την Τουρκία.,"['εξελίξει', 'την', 'Τουρκία', 'αστυνομία', 'φως']",0,0,θλίψη
Ο Μπόρις Τζόνσον «εξέφρασε την ανησυχία του» στον Ερντογάν «για τις στρατιωτικές επιχ…,"['μπόρις', 'τζόνσον', 'εξέφρασε', 'ανησυχίας', 'στον', 'ερντογάν', 'τις', 'στρατιωτικός', 'επιχ', '…']",0,0,θλίψη
@GeorghyZhukov εχει 7 μερη αξιζει να τον ακούσετε,"['εχω', 'μερη', 'αξιζω', 'τον', 'ακούσω', 'επτά']",0,0,θλίψη
γαμημενο σκουλήκι γαμω το είναι σου,"['γαμημενος', 'σκουλήκι', 'γαμω', 'είναι']",0,0,θλίψη
ΝΑ ΤΟΥΣ ΠΝΙΞΟΥΜΕ ΔΗΛΑΔΗ ?,"['τους', 'πνιξουμε', 'δηλαδη']",0,0,θλίψη
"Ελληνίδα μετανάστρια στη Γερμανία, μισεί τους πρόσφυγες και υποστηρίζει ""Χρυσή Αυγή"".","['ελληνίδα', 'μετανάστριος', 'Γερμανία', 'μισώ', 'πρόσφυγα', 'υποστηρίζω', 'χρυσή', 'αυγή']",1,2,θλίψη
Πόσο φελλός μπορεί να είναι ένας άνθρωπος.,"['πόσο', 'φελλός', 'ένας', 'άνθρωπος']",0,0,θλίψη
@dimokratis_ Αύριο ψηφίζεται νομοσχέδιο για κύρωση της συμφωνίας του Μαρακές (=η μετανάστευση γίνεται δικαίωμα). Οι…,"['ψηφίζομαι', 'νομοσχέδιος', 'κύρωση', 'συμφωνία', 'μαρακός', 'μετανάστευση', 'γίνομαι', 'δικαίωμα', 'οι', '…']",1,1,θλίψη
"Παντως και ο τελευταιος ""παρανομος"" μεταναστης διαθετει μεγαλυτερη νοημοσυνη απο αυτους που ψηφισαν ΝΔ γιατι πιστευ…","['\ufeffπαντως', 'τελευταιος', 'παρανομο', 'μεταναστη', 'διαθετω', 'μεγαλυτερη', 'νοημοσυνη', 'απο', 'αυτου', 'ψηφομαι', 'γιατι', 'πιστευ', '…']",0,0,έκπληξη
"@poetryf Κάθε εποχή , για την κατάσταση στο προσφυγικό / μεταναστευτικό ευθύνονται οι δύο μεγάλοι βασανιστές της αν…","['εποχή', 'την', 'κατάσταση', 'προσφυγικό', 'μεταναστευτικό', 'ευθύνομαι', 'δύο', 'μεγάλος', 'βασανιστής', 'αν', '…']",0,0,θλίψη
#Μητσοτακης #μπιτακου #Ελλαδα #Τουρκια #τσιπρας #ΝΔ_θελατε #μεταναστευτικο #ΣΥΡΙΖΑ_ξεφτιλες #συρία #κουρδοι…,"['μητσοτακη', 'μπιτακο', 'ελλαδα', 'τουρκια', 'τσιπρα', 'νδθεζω', 'μεταναστευτικο', 'συριζαξεφτιλες', 'συρία', 'κουρδοι', '…']",0,0,ουδέτερο
"""Τα κράτη έχουν δημιουργήσει τη φτώχεια, τον πόλεμο και τη μετανάστευση για να κερδίσουν!""","['κράτη', 'δημιουργήσω', 'φτώχεια', 'πόλεμο', 'μετανάστευση', 'κερδίσω']",-1,-1,θλίψη
