Text,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,Emotion
φοβερός,1,1,1,1,0,1,0,0,"['anger', 'anticipation', 'disgust', 'fear', 'sadness']"
τρομακτικά,0,0,1,1,0,1,1,0,"['disgust', 'fear', 'sadness', 'surprise']"
θλιβερός,0,0,0,0,0,1,0,0,['sadness']
μωρολογία,0,0,1,0,0,0,0,0,['disgust']
σαλιαρίζω,0,0,1,0,0,0,0,0,['disgust']
πνίγω,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
ναρκωτικά,0,0,0,0,0,1,0,0,['sadness']
μεθυσμένος,0,0,1,0,0,0,0,0,['disgust']
αμφίβολος,0,0,0,1,0,0,0,1,"['fear', 'trust']"
μονομαχία,1,1,0,1,0,0,0,0,"['anger', 'anticipation', 'fear']"
αμβλύς,0,0,0,0,0,1,0,0,['sadness']
κατήφεια,1,0,0,0,0,1,0,0,"['anger', 'sadness']"
NO TRANSLATION,0,0,1,0,0,0,0,0,['disgust']
μπουντρούμι,0,0,0,1,0,0,0,0,['fear']
κοροϊδεύω,1,0,0,0,0,0,0,0,['anger']
διπροσωπία,1,0,0,0,0,0,0,0,['anger']
αντοχή,0,0,0,0,0,0,0,1,['trust']
διαρκής,0,0,0,0,0,0,0,1,['trust']
απειλή,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
υπάκουος,0,1,0,0,0,0,0,1,"['anticipation', 'trust']"
νάρκη,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
βαφή,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
δυναμικός,0,0,0,0,0,0,1,0,['surprise']
δυσεντερία,0,0,1,0,0,1,0,0,"['disgust', 'sadness']"
πρόθυμος,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
προθυμία,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
αετός,0,0,0,0,0,0,0,1,['trust']
σεισμός,1,0,0,1,0,1,1,0,"['anger', 'fear', 'sadness', 'surprise']"
οικονομία,0,0,0,0,0,0,0,1,['trust']
έκσταση,0,1,0,0,1,0,0,0,"['anticipation', 'joy']"
εκστατικός,0,1,0,0,1,0,1,0,"['anticipation', 'joy', 'surprise']"
διάταγμα,0,0,0,1,0,0,0,0,['fear']
διαπαιδαγώγηση,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
έκδοση,0,1,0,0,0,0,0,0,['anticipation']
εκπαιδευτικός,0,0,0,0,0,0,0,1,['trust']
χέλι,0,0,0,1,0,0,0,0,['fear']
αποτελεσματικός,0,0,0,0,0,0,0,1,['trust']
αποτελεσματικός,0,1,0,0,0,0,0,1,"['anticipation', 'trust']"
ομοίωμα,1,0,0,0,0,0,0,0,['anger']
εγωιστική,0,0,1,0,0,0,0,0,['disgust']
διαβόητος,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
εκσπερμάτωση,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
με ενθουσιασμό,0,0,0,0,1,0,0,0,['joy']
αγκώνα,1,0,0,0,0,0,0,0,['anger']
μεγαλύτερος,0,0,0,0,0,0,0,1,['trust']
οι πρεσβύτεροι,0,0,0,0,0,0,0,1,['trust']
εκλεκτός,0,0,0,0,0,0,0,1,['trust']
εκλογικό σώμα,0,0,0,0,0,0,0,1,['trust']
ηλεκτρικός,0,0,0,0,1,0,1,0,"['joy', 'surprise']"
κομψότητα,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
κομψός,0,0,0,0,1,0,0,0,['joy']
ανύψωση,0,1,0,1,1,0,0,1,"['anticipation', 'fear', 'joy', 'trust']"
ξωτικό,1,0,1,1,0,0,0,0,"['anger', 'disgust', 'fear']"
εξάλειψη,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
αφρόκρεμα,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
διευκρινίζω,0,0,0,0,0,0,0,1,['trust']
άπιαστος,0,0,0,0,0,0,1,0,['surprise']
αδυνατισμένος,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
χειραφέτηση,0,1,0,0,1,0,0,0,"['anticipation', 'joy']"
στενοχωρώ,0,0,0,0,0,1,0,0,['sadness']
αμηχανία,0,0,0,1,0,1,1,0,"['fear', 'sadness', 'surprise']"
εμβολισμός,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
εναγκαλισμός,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
επείγον,0,0,0,1,0,1,1,0,"['fear', 'sadness', 'surprise']"
υπεροχή,0,0,0,0,0,0,0,1,['trust']
τονίζω,0,0,0,0,0,0,0,1,['trust']
χρησιμοποιώ,0,0,0,0,0,0,0,1,['trust']
κενότητα,0,0,0,0,0,1,0,0,['sadness']
επιτρέπω,0,0,0,0,0,0,0,1,['trust']
ενεργοποίηση,0,0,0,0,0,0,0,1,['trust']
θέλγω,0,1,0,0,1,0,1,0,"['anticipation', 'joy', 'surprise']"
μαγεμένο,0,0,0,0,1,0,0,1,"['joy', 'trust']"
μαγευτικός,0,1,0,0,1,0,0,0,"['anticipation', 'joy']"
ενθαρρύνω,0,0,0,0,1,0,0,1,"['joy', 'trust']"
καταπάτηση,0,0,0,1,0,0,0,0,['fear']
επιβάρυνση,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
εγκυκλοπαιδεία,0,0,0,0,0,0,0,1,['trust']
διακινδυνεύω,0,1,0,1,0,0,0,0,"['anticipation', 'fear']"
υπο ΕΞΑΦΑΝΙΣΗ,0,0,0,1,0,0,0,0,['fear']
προσπαθώ,0,1,0,0,0,0,0,0,['anticipation']
ενδημικός,0,0,1,1,0,1,0,0,"['disgust', 'fear', 'sadness']"
ατελείωτες,1,0,0,1,1,1,0,1,"['anger', 'fear', 'joy', 'sadness', 'trust']"
ενδοκαρδίτιδα,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
προικίζω,0,0,0,0,0,0,0,1,['trust']
προικοδότηση,0,0,0,0,0,0,0,1,['trust']
κλύσμα,0,0,1,0,0,0,0,0,['disgust']
εχθρός,1,0,1,1,0,0,0,0,"['anger', 'disgust', 'fear']"
επιβάλλω,1,0,0,1,0,0,0,0,"['anger', 'fear']"
αρραβωνιασμένος,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
ελκυστικός,0,0,0,0,1,0,0,1,"['joy', 'trust']"
καταπίνω,0,1,0,0,0,0,0,0,['anticipation']
αινιγματικός,0,0,0,1,0,0,0,0,['fear']
απολαμβάνω,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
απολαμβάνοντας,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
διαφωτίζω,0,0,0,0,1,0,0,1,"['joy', 'trust']"
διαφώτιση,0,0,0,0,1,0,0,1,"['joy', 'trust']"
ζωντανεύω,0,0,0,0,1,0,1,1,"['joy', 'surprise', 'trust']"
εχθρότητα,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
εγγράφω,0,1,0,0,0,0,0,1,"['anticipation', 'trust']"
σύνολο,0,0,0,0,0,0,0,1,['trust']
υπόδουλος,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
εμπλοκή,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
διασκεδάζω,0,0,0,0,1,0,0,0,['joy']
διασκέδαση,0,0,0,0,1,0,0,0,['joy']
διασκεδαστικο,0,1,0,0,1,0,0,0,"['anticipation', 'joy']"
ψυχαγωγία,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
ενθουσιασμός,0,1,0,0,1,0,1,0,"['anticipation', 'joy', 'surprise']"
θιασώτης,0,1,0,0,1,0,1,0,"['anticipation', 'joy', 'surprise']"
εντόσθια ζώου,0,0,1,0,0,0,0,0,['disgust']
εμπιστεύομαι,0,0,0,0,0,0,0,1,['trust']
επιδημία,1,1,1,1,0,1,1,0,"['anger', 'anticipation', 'disgust', 'fear', 'sadness', 'surprise']"
επισκοπικός,0,0,0,0,0,0,0,1,['trust']
επιτάφιος,0,0,0,0,0,1,0,0,['sadness']
ισότητα,0,0,0,0,1,0,0,1,"['joy', 'trust']"
εκρίζω,1,0,0,0,0,0,0,0,['anger']
εκρίζωση,1,0,1,1,0,0,0,0,"['anger', 'disgust', 'fear']"
εξάλειψη,0,0,0,1,0,0,0,0,['fear']
ερωτικός,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
θέλημα,0,1,0,0,0,0,0,1,"['anticipation', 'trust']"
ασταθής,0,0,0,0,0,0,1,0,['surprise']
λάθος,0,0,0,0,0,1,0,0,['sadness']
εκρήγνυμαι,1,0,0,0,0,0,1,0,"['anger', 'surprise']"
έκρηξη,1,0,0,1,0,0,1,0,"['anger', 'fear', 'surprise']"
κλιμακώνω,1,0,0,0,0,0,0,0,['anger']
διαφυγή,0,1,0,1,0,0,0,0,"['anticipation', 'fear']"
διαφεύγει,0,0,0,1,0,0,0,0,['fear']
αποφεύγω,1,0,0,0,0,1,0,0,"['anger', 'sadness']"
συνοδεία,0,0,0,0,0,0,0,1,['trust']
εγκαθιδρύω,0,0,0,0,0,0,0,1,['trust']
καθιερωμένος,0,0,0,0,1,0,0,0,['joy']
εκτίμηση,0,0,0,0,1,1,0,1,"['joy', 'sadness', 'trust']"
αιθέριος,0,0,0,1,0,0,0,0,['fear']
ευθανασία,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
αδειάζω,0,0,0,1,0,0,0,0,['fear']
αποφεύγω,1,0,1,1,0,0,0,0,"['anger', 'disgust', 'fear']"
εξαφάνιση,0,0,0,0,0,1,1,0,"['sadness', 'surprise']"
υπεκφυγή,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
ενδεχόμενος,0,1,0,0,0,0,0,0,['anticipation']
ενδεχόμενο,0,1,0,1,0,0,0,0,"['anticipation', 'fear']"
αειθαλής,0,0,0,0,1,0,0,1,"['joy', 'trust']"
κάνω έξωση,0,0,0,0,0,1,0,0,['sadness']
έξωση,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
εμφανές,0,0,0,0,0,0,0,1,['trust']
κακό,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
παρόξυνση,1,0,0,1,0,0,0,0,"['anger', 'fear']"
υπερβάλλω,1,0,0,0,0,0,0,0,['anger']
εκθειάζω,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
εξύψωση,0,0,0,0,1,0,0,1,"['joy', 'trust']"
εξόριστος,0,0,0,0,1,0,0,1,"['joy', 'trust']"
εξέταση,0,0,0,1,0,0,1,0,"['fear', 'surprise']"
εξόργιση,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
ανασκαφή,0,1,0,0,0,0,1,0,"['anticipation', 'surprise']"
υπερβαίνω,0,1,0,0,1,0,0,0,"['anticipation', 'joy']"
προέχω,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
υπεροχή,0,0,1,0,1,0,0,1,"['disgust', 'joy', 'trust']"
έξοχος,0,0,0,0,1,0,0,1,"['joy', 'trust']"
ανταλλαγή,0,0,0,0,0,0,0,1,['trust']
διέγερση,1,1,0,1,1,0,1,0,"['anger', 'anticipation', 'fear', 'joy', 'surprise']"
διεγείρω,1,1,0,1,1,0,1,0,"['anger', 'anticipation', 'fear', 'joy', 'surprise']"
ενθουσιασμένος,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
ενθουσιασμός,0,1,0,0,1,0,1,0,"['anticipation', 'joy', 'surprise']"
συναρπαστικός,0,1,0,0,1,0,1,0,"['anticipation', 'joy', 'surprise']"
αναφωνώ,0,0,0,0,0,0,1,0,['surprise']
εξαιρούνται,0,0,1,0,0,1,0,0,"['disgust', 'sadness']"
με εξαίρεση,0,0,0,0,0,1,0,0,['sadness']
αποκλεισμός,0,0,1,1,0,1,0,0,"['disgust', 'fear', 'sadness']"
κόπρανα,0,0,1,0,0,0,0,0,['disgust']
απέκκριση,0,0,1,0,0,0,0,0,['disgust']
ανυπόφορος,0,0,0,1,0,0,0,0,['fear']
εκτέλεση,1,0,0,1,0,1,0,1,"['anger', 'fear', 'sadness', 'trust']"
δήμιος,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
εκτελεστής διαθήκης,0,0,0,0,0,0,0,1,['trust']
εξαντλημένος,0,0,0,0,0,1,0,0,['sadness']
εξάντληση,0,1,0,0,0,1,0,0,"['anticipation', 'sadness']"
εξαντλητικός,0,0,0,0,0,0,0,1,['trust']
χαρά,0,0,0,0,1,0,1,0,"['joy', 'surprise']"
NO TRANSLATION,0,1,1,1,0,0,1,0,"['anticipation', 'disgust', 'fear', 'surprise']"
εξορία,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
εξορκισμός,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
αναμένω,0,1,0,0,0,0,1,1,"['anticipation', 'surprise', 'trust']"
προσδοκία,0,1,0,0,0,0,0,0,['anticipation']
αναμένων,0,1,0,0,0,0,0,0,['anticipation']
προσδοκία,0,1,0,0,0,0,0,0,['anticipation']
αναμενόμενος,0,1,0,0,0,0,0,0,['anticipation']
αναμένουν,0,1,0,0,0,0,0,0,['anticipation']
τέχνασμα,0,0,0,0,1,0,0,1,"['joy', 'trust']"
εκστρατεία,0,1,0,0,0,0,0,0,['anticipation']
αποβάλλω,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
έμπειρος,0,0,0,0,0,0,0,1,['trust']
πείραμα,0,1,0,0,0,0,1,0,"['anticipation', 'surprise']"
ειδικός,0,0,0,0,0,0,0,1,['trust']
εξειδίκευση,0,0,0,0,0,0,0,1,['trust']
εκπνέω,0,0,0,0,0,1,0,0,['sadness']
εξηγώ,0,0,0,0,0,0,0,1,['trust']
βλαστήμια,1,0,0,0,0,0,0,0,['anger']
εκραγεί,1,0,0,1,0,1,1,0,"['anger', 'fear', 'sadness', 'surprise']"
εξερευνώ,0,1,0,0,0,0,0,0,['anticipation']
έκρηξη,0,0,0,1,0,0,1,0,"['fear', 'surprise']"
εκρηκτικός,1,1,0,1,0,0,1,0,"['anger', 'anticipation', 'fear', 'surprise']"
εκθέσει,0,1,0,1,0,0,0,0,"['anticipation', 'fear']"
απέλαση,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
πανέμορφος,0,0,0,0,1,0,0,0,['joy']
εξολοθρεύω,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
εξόντωση,1,0,0,1,0,0,0,0,"['anger', 'fear']"
εξαφανισμένος,0,0,0,0,0,1,0,0,['sadness']
σβήνω,1,0,0,0,0,0,0,0,['anger']
εξωδικός,0,0,0,1,0,0,0,0,['fear']
απαλλάσσω,0,1,0,0,0,0,0,0,['anticipation']
μεγάλη αφθονία,0,0,0,0,1,0,0,0,['joy']
αυτόπτης μάρτυρας,0,0,0,0,0,0,0,1,['trust']
κατασκεύασμα,0,0,0,0,0,0,0,1,['trust']
γεγονός,0,0,0,0,0,0,0,1,['trust']
γεγονότα,0,0,0,0,0,0,0,1,['trust']
σχολή,0,0,0,0,0,0,0,1,['trust']
κόπρανα,0,0,1,0,0,0,0,0,['disgust']
έλλειψη,1,1,0,1,0,1,0,0,"['anger', 'anticipation', 'fear', 'sadness']"
αποτυχία,0,0,1,1,0,1,0,0,"['disgust', 'fear', 'sadness']"
NO TRANSLATION,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
λιποθυμία,0,0,0,1,0,1,1,0,"['fear', 'sadness', 'surprise']"
αρκετά,0,0,0,0,0,0,0,1,['trust']
πίστη,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
πιστός,0,0,0,0,0,0,0,1,['trust']
άπιστος,0,0,0,0,0,1,0,0,['sadness']
πτώση,0,0,0,0,0,1,0,0,['sadness']
απατηλός,1,0,0,0,0,0,0,0,['anger']
πτώση,0,0,0,0,0,1,0,0,['sadness']
ψεύδος,1,0,0,0,0,0,0,1,"['anger', 'trust']"
παραποίηση,1,0,0,0,0,0,0,0,['anger']
νοθεύω,0,0,1,0,0,0,0,0,['disgust']
ψευτιά,0,0,1,0,0,0,0,0,['disgust']
διστάζω,0,0,0,1,0,0,0,0,['fear']
οικείος,0,0,0,0,0,0,0,1,['trust']
εξοικείωση,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
πείνα,0,0,0,0,0,1,0,0,['sadness']
φανατισμός,0,0,0,1,0,0,0,0,['fear']
φαντασία,0,1,0,0,1,0,0,0,"['anticipation', 'joy']"
σαλπίσματα,0,1,0,0,1,0,1,0,"['anticipation', 'joy', 'surprise']"
NO TRANSLATION,0,0,0,1,0,0,0,0,['fear']
κέρατες,0,0,0,1,0,0,0,0,['fear']
κωμικός,0,0,1,0,0,0,0,0,['disgust']
αγρόκτημα,0,1,0,0,0,0,0,0,['anticipation']
νηστεία,0,0,0,0,0,1,0,0,['sadness']
Λίπος,0,0,1,0,0,1,0,0,"['disgust', 'sadness']"
μοιραίος,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
μοιραίο,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
μοίρα,0,1,0,0,0,0,0,0,['anticipation']
πατέρας,0,0,0,0,0,0,0,1,['trust']
κουρασμένος,0,0,0,0,0,1,0,0,['sadness']
λιπαρός,0,0,1,0,0,1,0,0,"['disgust', 'sadness']"
σφάλμα,0,0,0,0,0,1,0,0,['sadness']
άψογος,0,0,0,0,0,0,0,1,['trust']
ευνοϊκός,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
αγαπημένη,0,0,0,0,1,0,0,1,"['joy', 'trust']"
φόβος,1,0,0,1,0,0,0,0,"['anger', 'fear']"
φοβερός,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
με φόβο,0,0,0,1,0,1,1,0,"['fear', 'sadness', 'surprise']"
φοβούμενοι,0,0,0,1,0,0,0,0,['fear']
ατρόμητος,0,0,0,1,0,0,0,0,['fear']
κατόρθωμα,0,1,0,0,1,0,1,0,"['anticipation', 'joy', 'surprise']"
κοπράνων,0,0,1,0,0,0,0,0,['disgust']
περιττώματα,0,0,1,0,0,0,0,0,['disgust']
τέλη,1,0,0,0,0,0,0,0,['anger']
αδύνατος,0,0,0,0,0,1,0,0,['sadness']
συναισθημα,1,1,1,1,1,1,1,1,"['anger', 'anticipation', 'disgust', 'fear', 'joy', 'sadness', 'surprise', 'trust']"
ευδαιμονία,0,0,0,0,1,0,0,0,['joy']
τομάρι ζώου,0,0,0,0,0,1,0,0,['sadness']
σύντροφος,0,0,0,0,0,0,0,1,['trust']
παρανυχίδα,0,0,0,1,0,0,0,0,['fear']
περίφρακτος,1,0,0,0,0,0,0,0,['anger']
φτερό,0,0,0,0,0,0,0,1,['trust']
ένζυμο,0,1,0,0,0,0,0,0,['anticipation']
ζύμωση,0,1,0,0,0,0,0,0,['anticipation']
άγριος,1,0,1,1,0,0,0,0,"['anger', 'disgust', 'fear']"
αγριότητα,1,0,0,0,0,0,0,0,['anger']
θέρμη,1,0,0,0,1,0,0,0,"['anger', 'joy']"
Φεστιβάλ,0,1,0,0,1,0,1,0,"['anticipation', 'joy', 'surprise']"
εορταστικός,0,0,0,0,1,0,0,0,['joy']
NO TRANSLATION,0,1,0,0,1,0,1,0,"['anticipation', 'joy', 'surprise']"
έχθρα,1,0,0,0,0,0,0,0,['anger']
φεουδαρχία,1,0,0,0,0,1,0,0,"['anger', 'sadness']"
πυρετός,0,0,0,1,0,0,0,0,['fear']
ψεματάκι,1,0,0,0,0,0,0,0,['anger']
πιστότητα,0,0,0,0,1,0,0,1,"['joy', 'trust']"
δαίμονας,1,0,1,1,0,0,0,0,"['anger', 'disgust', 'fear']"
άγριος,1,0,1,1,0,0,0,0,"['anger', 'disgust', 'fear']"
γιορτή,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
πάλη,1,0,0,1,0,0,0,0,"['anger', 'fear']"
μαχητικός,1,0,0,0,0,0,0,0,['anger']
γέμισμα,0,0,0,0,0,0,0,1,['trust']
βρώμα,0,0,1,0,0,0,0,0,['disgust']
ακάθαρτος,0,0,1,0,0,0,0,0,['disgust']
τελικά,0,1,1,0,1,0,1,1,"['anticipation', 'disgust', 'joy', 'surprise', 'trust']"
Φωτιά,0,0,0,1,0,0,0,0,['fear']
πυροβόλα όπλα,1,0,0,1,0,0,0,0,"['anger', 'fear']"
πυροσβέστης,0,0,0,0,0,0,0,1,['trust']
σταθερότητα,0,0,0,0,0,0,0,1,['trust']
NO TRANSLATION,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
ταιριάζει,1,0,0,0,0,0,0,0,['anger']
προσαρμογή,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
σταθερός,0,0,0,0,0,0,0,1,['trust']
πλαδαρός,0,0,1,0,0,0,0,0,['disgust']
χαλαρός,0,0,0,0,0,1,0,0,['sadness']
σκανδαλώδης,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
ναυαρχίδα,0,0,0,0,0,0,0,1,['trust']
φλάντζα,0,0,0,0,0,0,0,1,['trust']
κολακευτικός,0,0,0,0,1,0,0,0,['joy']
φούσκωμα,0,0,1,0,0,0,0,0,['disgust']
ελάττωμα,0,0,0,0,0,1,0,0,['sadness']
ψύλλος,0,0,1,0,0,0,0,0,['disgust']
φευγάτος,0,0,0,1,0,0,0,0,['fear']
NO TRANSLATION,0,0,0,1,0,0,0,0,['fear']
μαλλί,1,0,1,0,0,1,0,0,"['anger', 'disgust', 'sadness']"
σάρκα,0,0,1,0,0,0,0,0,['disgust']
δειλιάζω,0,1,1,1,0,1,1,0,"['anticipation', 'disgust', 'fear', 'sadness', 'surprise']"
φλερτάρω,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
δέρνω,1,0,1,1,0,1,0,0,"['anger', 'disgust', 'fear', 'sadness']"
πλημμύρα,0,0,0,1,0,0,0,0,['fear']
πτώση,0,0,1,0,0,1,0,0,"['disgust', 'sadness']"
πλευρονήκτης,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
γρίπη,0,0,0,1,0,0,0,0,['fear']
διακύμανση,1,0,0,1,0,0,0,0,"['anger', 'fear']"
απροσδόκητη επιτυχία,0,0,0,0,0,0,1,0,['surprise']
πέταγμα,0,0,0,1,0,0,0,0,['fear']
εχθρός,1,0,0,1,0,0,0,0,"['anger', 'fear']"
οπαδός,0,0,0,0,0,0,0,1,['trust']
αγάπη,0,0,0,0,1,0,0,0,['joy']
τροφή,0,0,0,0,1,0,0,1,"['joy', 'trust']"
ανόητος,0,0,1,0,0,0,0,0,['disgust']
ποδόσφαιρο,0,1,0,0,1,0,0,0,"['anticipation', 'joy']"
βάση,0,0,0,0,0,0,0,1,['trust']
επιδρομή,1,0,0,0,0,0,0,0,['anger']
απαγορεύω,0,0,0,0,0,1,0,0,['sadness']
αποκρουστικός,1,0,0,1,0,0,0,0,"['anger', 'fear']"
δύναμη,1,0,0,1,0,0,0,0,"['anger', 'fear']"
εξαναγκασμένος,0,0,0,1,0,0,0,0,['fear']
βίαια,1,0,0,1,0,0,0,0,"['anger', 'fear']"
πήχης,1,1,0,0,0,0,0,0,"['anger', 'anticipation']"
προαίσθημα,0,1,0,1,0,0,0,0,"['anticipation', 'fear']"
πρόβλεψη,0,1,0,0,0,0,0,1,"['anticipation', 'trust']"
κατάσχω,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
προπάτορες,0,0,0,0,1,0,0,1,"['joy', 'trust']"
ξένος,0,0,0,1,0,0,0,0,['fear']
προβλέπω,0,1,0,0,0,0,1,1,"['anticipation', 'surprise', 'trust']"
προβλέπεται,0,1,0,0,0,0,0,0,['anticipation']
πρόβλεψη,0,1,0,0,0,0,0,1,"['anticipation', 'trust']"
προειδοποίησε,0,1,0,1,0,0,0,0,"['anticipation', 'fear']"
τίμημα,1,0,0,0,0,1,0,0,"['anger', 'sadness']"
κατάσχεση,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
επιεικής,0,0,0,0,0,0,0,1,['trust']
ξεχασμένος,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
ελεεινός,0,0,0,0,0,1,0,0,['sadness']
διατύπωση,0,0,0,0,0,0,0,1,['trust']
διαμορφωτικός,0,0,0,0,0,0,0,1,['trust']
τρομερός,0,0,0,1,0,0,0,0,['fear']
σχηματίζοντας,0,1,0,0,0,0,0,0,['anticipation']
τύπος,0,0,0,0,0,0,0,1,['trust']
αφήνω,0,0,0,0,0,1,0,0,['sadness']
εγκαταλείφθηκε,1,0,0,0,0,1,0,0,"['anger', 'sadness']"
φρούριο,0,0,0,0,0,0,0,1,['trust']
σθένος,0,0,0,0,1,0,0,1,"['joy', 'trust']"
φρούριο,0,0,0,1,0,1,0,1,"['fear', 'sadness', 'trust']"
τύχη,0,1,0,0,1,0,1,1,"['anticipation', 'joy', 'surprise', 'trust']"
βρωμερός,1,0,1,1,0,0,0,0,"['anger', 'disgust', 'fear']"
βρέθηκαν,0,0,0,0,1,0,0,1,"['joy', 'trust']"
εύθραυστο,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
αδυναμία,0,0,0,0,0,1,0,0,['sadness']
δομή,0,0,0,0,0,0,0,1,['trust']
ειλικρινής,0,0,0,0,0,0,0,1,['trust']
παρρησία,0,0,0,0,0,0,0,1,['trust']
μανιώδης,0,1,1,1,0,0,1,0,"['anticipation', 'disgust', 'fear', 'surprise']"
αδελφικός,0,0,0,0,1,0,0,1,"['joy', 'trust']"
απάτη,1,0,0,0,0,0,0,0,['anger']
απατηλός,1,0,1,0,0,0,0,0,"['anger', 'disgust']"
γεμάτος,0,0,0,1,0,1,0,0,"['fear', 'sadness']"
αποτρίχωση,0,0,0,0,0,1,0,0,['sadness']
παράξενος,0,0,1,1,0,0,1,0,"['disgust', 'fear', 'surprise']"
ελευθερία,0,0,0,0,1,0,0,1,"['joy', 'trust']"
ελευθερώς,0,0,0,0,1,0,0,1,"['joy', 'trust']"
ξέφρενος,1,0,0,1,0,0,1,0,"['anger', 'fear', 'surprise']"
ξέφρενος,1,0,0,1,0,0,0,0,"['anger', 'fear']"
εκνευρίζομαι,0,0,0,1,0,0,0,0,['fear']
τριβή,1,0,0,0,0,0,0,0,['anger']
φίλος,0,0,0,0,1,0,0,1,"['joy', 'trust']"
φιλικότητα,0,0,0,0,1,0,0,1,"['joy', 'trust']"
φιλικός,0,1,0,0,1,0,0,1,"['anticipation', 'joy', 'trust']"
φιλία,0,0,0,0,1,0,0,1,"['joy', 'trust']"
φρεγάτα,0,0,0,1,0,0,0,0,['fear']
τρομάρα,0,0,0,1,0,0,1,0,"['fear', 'surprise']"
τρομάζω,0,0,0,1,0,1,1,0,"['fear', 'sadness', 'surprise']"
τρομαγμένα,0,0,0,1,0,0,1,0,"['fear', 'surprise']"
τρομερός,1,0,0,1,0,1,0,0,"['anger', 'fear', 'sadness']"
ζωηρός,0,1,0,0,1,0,1,0,"['anticipation', 'joy', 'surprise']"
ευθυμία,0,0,0,0,1,0,0,0,['joy']
συνοφρυώνομαι,0,0,0,0,0,1,0,0,['sadness']
φαίνοντα,1,0,1,0,0,1,0,0,"['anger', 'disgust', 'sadness']"
άκαρπος,0,0,0,0,0,1,0,0,['sadness']
αγανακτώ,1,0,1,0,0,1,0,0,"['anger', 'disgust', 'sadness']"
απογοητευμένοι,1,0,0,0,0,0,0,0,['anger']
